age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
42,500/1000,500,1212.75,0,FEMALE,College,prof-specialty,own-child,0,-51400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,11,1,NO,0,0,YES,9200,13800,32200,0
34,100/300,1000,1423.34,0,MALE,Associate,sales,not-in-family,55300,-37900,Vehicle Theft,Rear Collision,Minor Damage,None,0,1,YES,0,3,NO,1400,1400,6300,0
51,250/500,1000,976.37,0,FEMALE,MD,craft-repair,husband,0,-61000,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,14,3,NO,1,3,NO,13520,6760,47320,0
33,250/500,500,1124.59,6000000,MALE,College,adm-clerical,not-in-family,67300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,4,1,NO,1,2,NO,6800,6800,27200,0
50,250/500,1000,1569.33,0,MALE,PhD,machine-op-inspct,not-in-family,79600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,2,3,NO,2,1,YES,13000,13000,58500,1
39,500/1000,500,1359.36,5000000,MALE,PhD,exec-managerial,husband,0,-43600,Multi-vehicle Collision,Front Collision,Major Damage,Other,9,3,YES,2,2,YES,13020,6510,52080,1
55,250/500,500,1607.36,0,MALE,MD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,4,NO,0,2,NO,6060,12120,42420,1
41,100/300,500,1042.25,0,MALE,Masters,exec-managerial,unmarried,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,NO,2,3,NO,6770,20310,54160,1
39,250/500,500,1453.95,0,FEMALE,PhD,armed-forces,not-in-family,38200,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,YES,0,3,NO,2930,5860,20510,0
31,500/1000,500,1969.63,0,FEMALE,MD,sales,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,21,3,NO,1,1,YES,6950,13900,55600,0
44,100/300,1000,1156.19,0,FEMALE,College,machine-op-inspct,husband,49900,-62700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,0,3,NO,9880,4940,34580,0
38,100/300,2000,1124.47,0,FEMALE,MD,tech-support,wife,0,-45100,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,1,NO,0,1,NO,16460,16460,57610,0
31,500/1000,500,1493.5,5000000,FEMALE,Associate,priv-house-serv,not-in-family,39900,-44000,Vehicle Theft,Rear Collision,Minor Damage,Police,7,1,NO,2,1,NO,1460,730,5840,0
40,100/300,500,1155.38,0,FEMALE,PhD,handlers-cleaners,not-in-family,34200,-32300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,6,1,NO,0,0,YES,6390,6390,51120,0
55,250/500,500,878.19,0,MALE,PhD,machine-op-inspct,unmarried,57100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,YES,0,2,NO,4830,4830,28980,0
58,100/300,2000,1145.85,0,MALE,JD,sales,not-in-family,0,-40000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,NO,1,1,YES,9220,4610,27660,0
35,100/300,500,1261.28,0,FEMALE,MD,protective-serv,unmarried,68500,-42100,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,21,3,YES,2,0,NO,14380,7190,57520,0
35,100/300,500,1427.46,0,MALE,High School,machine-op-inspct,wife,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,0,0,NO,17580,8790,61530,0
32,500/1000,500,1592.41,0,MALE,Masters,prof-specialty,husband,58900,-29100,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,NO,2,3,YES,5340,5340,42720,0
36,250/500,1000,1274.63,0,MALE,College,machine-op-inspct,unmarried,51000,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,22,1,YES,2,3,NO,9460,9460,33110,0
60,250/500,500,1362.31,0,MALE,High School,prof-specialty,wife,67600,-65300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,16,1,NO,0,2,NO,14920,7460,59680,0
35,250/500,1000,919.37,0,FEMALE,Associate,protective-serv,not-in-family,83600,0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,0,1,NO,0,3,NO,8060,8060,32240,0
31,250/500,1000,1377.23,0,FEMALE,Masters,armed-forces,unmarried,72600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,1,3,NO,2,1,NO,5810,11620,34860,0
57,100/300,1000,995.55,5000000,MALE,College,protective-serv,wife,51500,-52100,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,YES,0,3,NO,12400,12400,43400,1
43,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,2,1,NO,13500,6750,40500,1
30,500/1000,500,484.67,0,FEMALE,College,adm-clerical,wife,21100,-60800,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,NO,0,2,YES,11920,11920,41720,1
50,500/1000,1000,1561.41,0,FEMALE,High School,handlers-cleaners,husband,21200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,3,YES,1,3,NO,12780,12780,44730,0
37,100/300,500,1457.21,0,FEMALE,JD,adm-clerical,own-child,46300,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,NO,2,0,YES,5000,5000,35000,0
39,500/1000,1000,1128.71,0,FEMALE,JD,prof-specialty,other-relative,0,-47100,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,YES,2,1,NO,12360,6180,43260,0
46,100/300,500,1358.2,0,FEMALE,MD,transport-moving,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,YES,0,0,NO,5870,11740,46960,0
61,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,2,0,YES,7050,14100,49350,0
37,100/300,1000,936.19,0,MALE,JD,armed-forces,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,NO,2,1,YES,17370,5790,34740,0
46,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,1,0,NO,5260,10520,42080,0
39,100/300,500,1264.99,0,MALE,PhD,transport-moving,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,NO,1,1,NO,8400,4200,25200,0
37,500/1000,500,1467.76,0,FEMALE,MD,tech-support,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,NO,1,3,YES,6330,6330,50640,0
33,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,0,1,YES,8840,4420,30940,0
28,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,NO,1,0,YES,3520,3520,24640,0
32,100/300,2000,1482.53,0,FEMALE,MD,tech-support,not-in-family,49100,-45100,Parked Car,Rear Collision,Trivial Damage,Police,5,1,YES,1,2,NO,10,20,70,0
61,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,2,1,NO,6260,6260,43820,0
40,100/300,500,1463.95,0,FEMALE,JD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,NO,0,0,YES,6340,6340,57060,0
38,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,5040,15120,40320,0
61,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,NO,2,1,NO,6740,13480,60660,0
61,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,NO,1,2,YES,8980,4490,35920,0
29,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,NO,11560,11560,46240,0
41,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,other-relative,67100,0,Vehicle Theft,Rear Collision,Minor Damage,None,6,1,NO,0,1,NO,680,680,2380,0
33,250/500,500,1236.5,0,MALE,PhD,other-service,husband,0,-48700,Parked Car,Rear Collision,Trivial Damage,None,1,1,NO,0,1,NO,460,920,3680,0
48,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,NO,0,0,YES,3260,6520,26080,1
40,100/300,2000,1306.0,0,MALE,Associate,machine-op-inspct,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,YES,2,1,NO,7700,3850,38500,1
27,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,YES,0,0,NO,10740,5370,42960,0
30,500/1000,1000,1231.01,0,MALE,College,adm-clerical,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,1,2,NO,3160,3160,22120,0
34,250/500,500,1299.18,0,FEMALE,College,tech-support,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,YES,2,1,YES,8280,8280,28980,1
34,100/300,500,1469.75,0,FEMALE,JD,sales,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,0,0,YES,7740,3870,27090,0
39,250/500,500,1390.72,0,MALE,Masters,tech-support,other-relative,83900,-52100,Parked Car,Rear Collision,Trivial Damage,None,6,1,YES,2,1,YES,1060,530,4240,0
32,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,YES,0,2,NO,4770,9540,42930,1
39,100/300,2000,1140.15,0,MALE,High School,armed-forces,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,YES,0,3,NO,4200,8400,33600,0
32,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,5770,5770,46160,0
48,250/500,2000,1730.49,7000000,MALE,College,transport-moving,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,2,0,NO,4680,9360,42120,0
47,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,NO,0,3,YES,5550,5550,33300,0
56,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,NO,2,3,NO,16860,8430,67440,1
33,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,0,1,YES,3070,6140,21490,0
24,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,2,0,NO,11320,5660,39620,0
24,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,own-child,0,-27700,Parked Car,Rear Collision,Trivial Damage,None,20,1,YES,0,1,NO,660,660,2640,0
30,250/500,2000,1370.92,0,MALE,College,transport-moving,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,YES,0,3,NO,3480,6960,24360,0
36,250/500,500,1363.59,0,FEMALE,JD,armed-forces,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,2,0,YES,7950,7950,63600,0
34,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,NO,2,2,NO,5600,5600,44800,0
29,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,16280,0,56980,1
46,250/500,2000,1111.17,0,MALE,MD,craft-repair,unmarried,35000,0,Parked Car,Rear Collision,Trivial Damage,None,3,1,YES,2,3,YES,900,450,3600,0
42,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,0,1,NO,4800,9600,33600,0
37,250/500,1000,1114.23,0,MALE,College,prof-specialty,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,YES,0,1,YES,10440,5220,36540,0
38,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,NO,12300,12300,49200,0
34,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,NO,1,2,NO,15640,7820,54740,0
33,250/500,1000,1183.48,0,MALE,Associate,other-service,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,NO,2,3,NO,13800,9200,32200,1
43,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,NO,0,2,YES,6340,6340,44380,0
30,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,husband,0,-34700,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,NO,0,3,YES,520,520,3640,0
56,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,5310,5310,42480,1
48,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,husband,26900,-55300,Vehicle Theft,Rear Collision,Minor Damage,None,7,1,NO,1,2,NO,640,320,2560,0
25,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,14580,14580,43740,0
38,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,NO,0,1,NO,7070,14140,49490,0
30,100/300,500,1354.2,0,FEMALE,College,adm-clerical,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,NO,0,0,NO,5470,10940,43760,0
42,100/300,500,1055.6,0,MALE,High School,exec-managerial,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,1,1,NO,13600,6800,54400,1
41,250/500,1000,999.43,0,MALE,College,prof-specialty,wife,25800,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,3,1,YES,2,0,NO,820,410,2870,0
47,250/500,2000,1155.97,0,MALE,High School,prof-specialty,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,NO,5590,11180,44720,0
29,250/500,1000,1726.91,0,MALE,High School,other-service,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,None,14,1,NO,0,0,NO,720,1440,5040,0
34,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,NO,0,0,NO,8200,4100,32800,0
53,250/500,500,1078.65,0,MALE,JD,craft-repair,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,2,3,YES,12120,6060,48480,0
41,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,2,2,YES,15280,7640,53480,1
37,250/500,500,1518.54,0,FEMALE,MD,craft-repair,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,10,1,YES,1,1,NO,10600,10600,37100,0
49,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,19,1,NO,1,1,NO,5210,10420,41680,0
32,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,NO,0,1,NO,5900,5900,41300,0
24,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,NO,14940,7470,52290,0
28,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,NO,2,2,NO,12100,6050,42350,0
26,250/500,1000,1270.55,0,MALE,Masters,protective-serv,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,10,3,YES,2,3,NO,7720,15440,61760,1
36,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,NO,2,0,NO,5550,11100,44400,0
26,250/500,2000,785.82,0,MALE,JD,exec-managerial,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,3,YES,2,0,NO,12560,6280,50240,1
46,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,own-child,52200,-44500,Vehicle Theft,Rear Collision,Minor Damage,None,10,1,YES,1,3,YES,760,380,3420,0
28,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,NO,0,1,NO,11300,11300,45200,0
32,250/500,2000,1106.84,0,MALE,PhD,other-service,wife,43100,-31900,Vehicle Theft,Rear Collision,Minor Damage,Police,21,1,YES,1,1,YES,1120,560,3920,0
55,500/1000,2000,1389.13,7000000,MALE,JD,other-service,wife,0,-53200,Vehicle Theft,Rear Collision,Minor Damage,None,6,1,NO,0,2,NO,900,1800,6300,0
43,100/300,1000,974.84,0,FEMALE,JD,transport-moving,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,NO,0,1,YES,21330,7110,56880,0
24,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,other-relative,51700,-33300,Vehicle Theft,Rear Collision,Trivial Damage,None,6,1,NO,0,3,YES,540,1080,4320,1
34,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,1,1,NO,9340,4670,37360,1
43,250/500,500,1257.04,0,MALE,Associate,protective-serv,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,NO,2,2,YES,10320,5160,36120,0
44,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,own-child,45800,0,Parked Car,Rear Collision,Trivial Damage,None,9,1,NO,0,3,NO,600,600,4200,0
39,500/1000,2000,1524.18,0,MALE,JD,craft-repair,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,3,NO,1,0,YES,5430,5430,38010,0
44,500/1000,500,1395.58,0,FEMALE,JD,tech-support,husband,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,7,1,NO,2,1,NO,860,860,3870,0
48,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,18,3,NO,0,2,NO,6870,0,48090,1
47,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,NO,7960,3980,27860,0
37,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,NO,0,1,NO,6240,6240,43680,1
42,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,NO,5270,10540,36890,0
43,500/1000,1000,1387.51,0,FEMALE,Associate,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,19,3,YES,1,3,NO,7620,7620,53340,0
60,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,12980,19470,58410,1
53,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,23,1,NO,0,3,NO,570,570,4560,0
21,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,19,3,YES,2,0,YES,8630,8630,77670,0
43,250/500,500,1452.27,0,MALE,MD,farming-fishing,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,19,1,NO,1,2,NO,4680,9360,32760,1
47,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,2,3,NO,7040,7040,42240,0
46,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,3,YES,7590,15180,60720,0
36,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,17,3,NO,2,2,NO,5790,5790,46320,0
36,250/500,1000,1096.39,0,MALE,High School,armed-forces,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,NO,1,3,YES,5490,5490,38430,0
45,500/1000,2000,1215.36,0,MALE,Associate,tech-support,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,22,3,NO,0,1,NO,6620,6620,52960,0
46,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,7,1,NO,0,1,NO,10680,10680,42720,0
43,250/500,1000,954.18,0,FEMALE,College,tech-support,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,NO,2,3,YES,8500,4250,29750,0
30,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,16,3,NO,2,3,NO,8900,4450,35600,0
42,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,13,3,NO,1,2,YES,10700,10700,37450,0
40,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,0,2,YES,8240,8240,65920,0
44,500/1000,1000,1653.32,0,FEMALE,College,other-service,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,1,YES,2,0,NO,6780,6780,40680,0
26,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,0,2,NO,7420,7420,59360,0
53,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,16,1,YES,2,1,NO,5270,5270,36890,0
43,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,NO,1,3,YES,13640,6820,47740,1
33,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,1,0,NO,7100,7100,49700,0
39,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,11860,5930,41510,0
44,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,1,2,YES,6690,13380,46830,1
27,500/1000,500,795.31,0,MALE,JD,farming-fishing,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,NO,3710,7420,29680,1
43,100/300,500,982.22,0,FEMALE,JD,exec-managerial,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,NO,1,0,NO,15080,7540,52780,0
34,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,husband,70900,-61100,Parked Car,Rear Collision,Minor Damage,None,8,1,NO,2,0,YES,420,840,2940,0
45,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,YES,0,0,YES,5850,5850,40950,1
49,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,NO,0,2,YES,7680,7680,26880,0
39,500/1000,500,1388.62,0,FEMALE,JD,sales,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,1,YES,1,0,YES,6610,6610,46270,0
37,100/300,1000,1406.52,8000000,MALE,MD,tech-support,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,NO,0,2,NO,4420,4420,35360,1
39,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,unmarried,0,-49300,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,YES,1,2,NO,770,1540,5390,0
57,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,NO,2,3,NO,10240,10240,40960,0
37,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,3,YES,1,3,NO,5440,10880,38080,1
47,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,4,1,YES,2,1,NO,9760,9760,39040,0
34,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,6730,6730,53840,1
55,250/500,2000,1305.26,0,MALE,MD,farming-fishing,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,NO,1,3,YES,3340,6680,26720,1
30,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,NO,0,0,NO,15580,15580,54530,0
31,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,YES,0,3,NO,0,4270,29890,1
48,250/500,1000,1387.35,0,MALE,JD,transport-moving,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,NO,2,2,NO,10220,10220,40880,0
